Reserve,Reserve count (values),Genus_Species,Family,Genus,Species,ssp./var. designation,ssp./var. name,Division,Reserve count (formula),Synonym,Common Name,"Uncertainties in species ID, noted in original flora",Native/Exotic,Habitat (approx),Bloom Time (approx),,,,,,
Elliot Chaparral,5,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,5,,,,,,,,,,,,
Hastings,6,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,6,,,,,,,,,,,,
Motte Rimrock,7,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,7,,Giant Wild Rye,,,,,,,,,,
Kenneth S Norris Rancho Marino,8,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,8,,Giant Wild Rye,,,,,,,,,,
San Joaquin Freshwater Marsh,9,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,9,,,,,,,,,,,,
Scripps Coastal,10,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,10,,,,,,,,,,,,
Sedgewick,11,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,11,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,12,Leymus condensatus,Poaceae,Leymus,condensatus,,,Angiosperm,12,Elymus condensatus,,,,,,,,,,,
Bodega,1,Leymus mollis,Poaceae,Leymus,mollis,var.,mollis,Angiosperm,1,,Beach grass,,native,,,,,,,,
Bodega,1,Leymus pacificus,Poaceae,Leymus,pacificus,,,Angiosperm,1,,,,native,,,,,,,,
Bodega,1,Leymus sp.,Poaceae,Leymus,sp.,,,Angiosperm,1,,,X multiflorus,native,,,,,,,,
Bodega,2,Leymus sp.,Poaceae,Leymus,sp.,,,Angiosperm,2,,,X vancouverensis,native,,,,,,,,
Fort Ord,3,Leymus sp.,Poaceae,Leymus,sp.,,,Angiosperm,3,,,,,,,,,,,,
Blue Oak Ranch,1,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,1,,,,,,,,,,,,
Bodega,2,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,2,,,,native,,,,,,,,
Boyd Deep Canyon,3,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,3,Elymus t. ,,,,,,,,,,,
Carpinteria Salt Marsh,4,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperms,4,,Alkali Rye-Grass,,,,,,,,,,
Coal Oil Point,5,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,5,,Alkali Rye grass,,,,,,,,,,
Hastings,6,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,6,,,,,,,,,,,,
Jepson Prairie,7,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,7,,,,,,,,,,,,
Landells-Hill Big Creek,8,Leymus triticoides,Poaceae,Leymus,triticoides,,triticoides,Angiosperm,8,,Creeping wildrye,,,,,,,,,,
Kenneth S Norris Rancho Marino,9,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,9,,Creeping Wild Rye,,,,,,,,,,
Sagehen Creek,10,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,10,,,,,,,,,,,,
San Joaquin Freshwater Marsh,11,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,11,,,,,,,,,,,,
Sedgewick,12,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,12,,,,,,,,,,,,
SNARL,13,Leymus triticoides,Poaceae,Leymus,triticoides,ssp.,triticoides,Angiosperm,13,,,,,see SNARL list (original),,,,,,,
Valentine,14,Leymus triticoides,Poaceae,Leymus,triticoides,ssp.,triticoides,Angiosperm,14,,,,,Meadow Vegetation,,,,,,,
Younger Lagoon,15,Leymus triticoides,Poaceae,Leymus,triticoides,,,Angiosperm,15,,Alkali Rye Grass ,,,,,,,,,,
Angelo Coast Range,1,Ligusticum apiifolium,Apiaceae,Ligusticum,apiifolium,,,,1,,,,,,,,,,,,
Bodega,2,Ligusticum apiifolium,Apiaceae,Ligusticum,apiifolium,,,Angiosperm,2,,Lovage,,native,,,,,,,,
Stebbins Cold Canyon,3,Ligusticum apiifolium,Apiaceae,Ligusticum,apiifolium,,,Angiosperm,3,,Celery-leaved lovage,,,"Meadows, scrub or woods",June-July,,,,,,
Blue Oak Ranch,1,Lilaea scilloides,Juncaginaceae,Lilaea,scilloides,,,Angiosperm,1,,,,,,,,,,,,
Jepson Prairie,2,Lilaea scilloides,Juncaginaceae,Lilaea,scilloides,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Lilaea scilloides,Juncaginaceae,Lilaea,scilloides,,,Angiosperm,3,,,,,,,,,,,,
Jepson Prairie,1,Lilaeopsis masonii,Apiaceae,Lilaeopsis,masonii,,,Angiosperm,1,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,1,Lilium humboldtii,Liliaceae,Lilium,humboldtii,ssp.,ocellatum,Angiosperm,1,,,,,,,,,,,,
SNARL,1,Lilium kelleyanum,Liliaceae,Lilium,kelleyanum,,,Angiosperm,1,,,,,see SNARL list (original),,,,,,,
Valentine,2,Lilium kelleyanum,Liliaceae,Lilium,kelleyanum,,,Angiosperm,2,,,,,Meadow Vegetation,,,,,,,
Angelo Coast Range,1,Lilium pardalinum,Liliaceae,Lilium,pardalinum,,,,1,,,,,,,,,,,,
Chickering American River,2,Lilium pardalinum,Liliaceae,Lilium,pardalinum,,,Angiosperm,2,,,,,,,,,,,,
Landells-Hill Big Creek,3,Lilium pardalinum,Liliaceae,Lilium,pardalinum,,,Angiosperm,3,,"Leopard Lily, Panther Lily ",,,,,,,,,,
McLaughlin,4,Lilium pardalinum,Liliaceae,Lilium,pardalinum,,,Angiosperm,4,,,,,,,,,,,,
Valentine,5,Lilium pardalinum,Liliaceae,Lilium,pardalinum,ssp.,pardalinum,Angiosperm,5,,,,,Sierran Upper Montane Forest,,,,,,,
Boyd Deep Canyon,1,Lilium parryi,Liliaceae,Lilium,parryi,,,Angiosperm,1,,,,,,,,,,,,
James San Jacinto Mountains,2,Lilium parryi,Liliaceae,Lilium,parryi,,,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Lilium parvum,Liliaceae,Lilium,parvum,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Lilium rubescens,Liliaceae,Lilium,rubescens,,,,1,,,,,,,,,,,,
Chickering American River,1,Lilium washingtonium,Liliaceae,Lilium,washingtonium,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Limnanthes douglasii,Limnanthaceae,Limnanthes,douglasii,ssp.,nivea,,1,,,,,,,,,,,,
Angelo Coast Range,2,Limnanthes douglasii,Limnanthaceae,Limnanthes,douglasii,ssp.,douglasii,,2,,,,,,,,,,,,
Jepson Prairie,3,Limnanthes douglasii,Limnanthaceae,Limnanthes,douglasii,ssp.,rosea,Angiosperm,3,,,,,,,,,,,,
Bodega,1,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperm,1,,"Sea lavender, Marsh rosemary",,native,,,,,,,,
Carpinteria Salt Marsh,2,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperms,2,,California Sea Lavender or Marsh Rosemary,,,,,,,,,,
Kendall-Frost Mission Bay Marsh,3,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperm,3,,,,,,,,,,,,
Kendall-Frost Mission Bay Marsh,4,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperm,4,,,,,,,,,,,,
Kendall-Frost Mission Bay Marsh,5,Limonium californicum,Plumbaginaceae,Limonium,californicum,var.,mexicanum,Angiosperm,5,,,,,,,,,,,,
Scripps Coastal,6,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperm,6,,,,,,,,,,,,
Scripps Coastal,7,Limonium californicum,Plumbaginaceae,Limonium,californicum,,,Angiosperm,7,,,,,,,,,,,,
Fort Ord,1,Limonium perezii,Plumbaginaceae,Limonium,perezii,,,Angiosperm,1,,"Statice, sea lavender",,Exotic,,,,,,,,
Carpinteria Salt Marsh,1,Limonium ramosissimum,Plumbaginaceae,Limonium,ramosissimum,,,Angiosperms,1,,Sea-lavender,,,,,,,,,,
Carpinteria Salt Marsh,1,Limonium sinuatum,Plumbaginaceae,Limonium,sinuatum,,,Angiosperms,1,,Sea-lavender     ,,,,,,,,,,
Jepson Prairie,1,Limosella subulata,Scrophulariaceae  ,Limosella,subulata,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Linanthus ambiguus,Polemoniaceae,Linanthus,ambiguus,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,ssp.,androsaceus,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,2,,,,,,,,,,,,
Bodega,3,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,3,,,,native,,,,,,,,
Hastings,4,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,4,,,,,,,,,,,,
Jepson Prairie,5,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,5,,,,,,,,,,,,
Landells-Hill Big Creek,6,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,6,,,,,,,,,,,,
Landells-Hill Big Creek,7,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,7,,,,,,,,,,,,
Landells-Hill Big Creek,8,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,8,,Common Linanthus ,,,,,,,,,,
Quail Ridge,9,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,9,,False baby stars  ,,,,,,,,,,
Stebbins Cold Canyon,10,Linanthus androsaceus,Polemoniaceae,Linanthus,androsaceus,,,Angiosperm,10,,False baby stars,,,"Open or shaded areas, chaparral, woodland",April-June,,,,,,
Burns Pinon Ridge,1,Linanthus aureus,Polemoniaceae,Linanthus,aureus,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,2,Linanthus aureus,Polemoniaceae,Linanthus,aureus,ssp.,decorus,Angiosperm,2,,yellow-throated desert gold,,,,,,,,,,
Sweeney Granite Mountains ,3,Linanthus aureus,Polemoniaceae,Linanthus,aureus,ssp.,aureus,Angiosperm,3,,desert gold,,,,,,,,,,
Angelo Coast Range,1,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,4,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,4,,Bicolored Linanthus ,,,,,,,,,,
McLaughlin,5,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,5,,,,,,,,,,,,
Quail Ridge,6,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,6,,True baby stars  ,,,,,,,,,,
Stebbins Cold Canyon,7,Linanthus bicolor,Polemoniaceae,Linanthus,bicolor,,,Angiosperm,7,,True baby stars,,,Open grassland and woodland,March-June,,,,,,
Boyd Deep Canyon,1,Linanthus bigelovii,Polemoniaceae,Linanthus,bigelovii,,,Angiosperm,1,,,,,,,,,,,,
Burns Pinon Ridge,2,Linanthus bigelovii,Polemoniaceae,Linanthus,bigelovii,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Linanthus bigelovii,Polemoniaceae,Linanthus,bigelovii,,,Angiosperm,3,,,,,,,,,,,,
Sweeney Granite Mountains ,4,Linanthus bigelovii,Polemoniaceae,Linanthus,bigelovii,,,Angiosperm,4,,Bigelow's linanthus,,,,,,,,,,
Angelo Coast Range,1,Linanthus bolanderi,Polemoniaceae,Linanthus,bolanderi,,,,1,,,,,,,,,,,,
Elliot Chaparral,1,Linanthus californicus,Polemoniaceae,Linanthus,californicus,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,2,,,,,,,,,,,,
James San Jacinto Mountains,3,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,3,,,,,,,,,,,,
McLaughlin,4,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,4,,,,,,,,,,,,
Sedgewick,5,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,5,,,,,,,,,,,,
Stebbins Cold Canyon,6,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,6,,Whisker brush,,,Dry open or wooded sites,March-July,,,,,,
Valentine,7,Linanthus ciliatus,Polemoniaceae,Linanthus,ciliatus,,,Angiosperm,7,,,,,Sierran Upper Montane Forest,,,,,,,
Sweeney Granite Mountains ,1,Linanthus demissus,Polemoniaceae,Linanthus,demissus,,,Angiosperm,1,,desert linanthus,,,,,,,,,,
Dawson Los Monos Canyon,1,Linanthus dianthiflorus,Polemoniaceae,Linanthus,dianthiflorus,,,Angiosperm,1,,,,,,,,,,,,
Motte Rimrock,2,Linanthus dianthiflorus,Polemoniaceae,Linanthus,dianthiflorus,,,Angiosperm,2,,Ground Pink ,,,,,,,,,,
Scripps Coastal,3,Linanthus dianthiflorus,Polemoniaceae,Linanthus,dianthiflorus,,,Angiosperm,3,,,,,,,,,,,,
Blue Oak Ranch,1,Linanthus dichotomus,Polemoniaceae,Linanthus,dichotomus,,,Angiosperm,1,,,,,,,,,,,,
Burns Pinon Ridge,2,Linanthus dichotomus,Polemoniaceae,Linanthus,dichotomus,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Linanthus dichotomus,Polemoniaceae,Linanthus,dichotomus,,,Angiosperm,3,,,,,,,,,,,,
McLaughlin,4,Linanthus dichotomus,Polemoniaceae,Linanthus,dichotomus,,,Angiosperm,4,,,,,,,,,,,,
Boyd Deep Canyon,1,Linanthus floribundus,Polemoniaceae,Linanthus,floribundus,ssp.,glaber,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,2,Linanthus floribundus,Polemoniaceae,Linanthus,floribundus,ssp.,floribundus,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Linanthus harknessii,Polemoniaceae,Linanthus,harknessii,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Linanthus harknessii,Polemoniaceae,Linanthus,harknessii,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,1,Linanthus Jepson Prairieii,Polemoniaceae,Linanthus,Jepson Prairieii,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Linanthus jonesii,Polemoniaceae,Linanthus,jonesii,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,2,Linanthus jonesii,Polemoniaceae,Linanthus,jonesii,,,Angiosperm,2,,Jones' linanthus,,,,,,,,,,
McLaughlin,1,Linanthus latisectus,Polemoniaceae,Linanthus,latisectus,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Linanthus lemmonii,Polemoniaceae,Linanthus,lemmonii,,,Angiosperm,1,,,,,,,,,,,,
Jepson Prairie,1,Linanthus liniflorus,Polemoniaceae,Linanthus,liniflorus,,,Angiosperm,1,,,,,,,,,,,,
Landells-Hill Big Creek,2,Linanthus liniflorus,Polemoniaceae,Linanthus,liniflorus,,,Angiosperm,2,,Flax-Flowered Linanthus ,,,,,,,,,,
Burns Pinon Ridge,1,Linanthus orcuttii,Polemoniaceae,Linanthus,orcuttii,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,3,,,,,,,,,,,,
Quail Ridge,4,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,4,,"Common Linanthus, Baby stars ",,,,,,,,,,
Sedgewick,5,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,5,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,6,Linanthus parviflorus,Polemoniaceae,Linanthus,parviflorus,,,Angiosperm,6,Linanthus androsaceus subsp. micranthus,,,,,,,,,,,
Hastings,1,Linanthus pygmaeus,Polemoniaceae,Linanthus,pygmaeus,,continentalis,Angiosperm,1,,,,,,,,,,,,
McLaughlin,2,Linanthus pygmaeus,Polemoniaceae,Linanthus,pygmaeus,ssp.,continentalis,Angiosperm,2,,,,,,,,,,,,
Bodega,1,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,1,,Toadflax,,native,,,,,,,,
Dawson Los Monos Canyon,2,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,var.,texana,Angiosperm,2,,,,,,,,,,,,
Elliot Chaparral,3,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,3,,,,,,,,,,,,
Hastings,4,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,4,,,,,,,,,,,,
Landells-Hill Big Creek,5,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,var.,texana,Angiosperm,5,,,,,,,,,,,,
Motte Rimrock,6,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,6,,Blue Toadflax ,,,,,,,,,,
Quail Ridge,7,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,7,,Blue toad flax  ,,,,,,,,,,
Scripps Coastal,8,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,,,Angiosperm,8,,,,,,,,,,,,
Scripps Coastal,9,Linaria canadensis,Scrophulariaceae  ,Linaria,canadensis,var.,texana,Angiosperm,9,,,,,,,,,,,,
Dawson Los Monos Canyon,1,Linaria sp.,Scrophulariaceae  ,Linaria,sp.,,,Angiosperm,1,,,,,,,,,,,,
Fort Ord,1,Linathus sp.,Polemoniaceae,Linathus,sp.,,,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Linum bienne,Linaceae,Linum,bienne,,,Angiosperm,1,,Flax,,introduced,,,,,,,,
Boyd Deep Canyon,1,Linum lewisii,Linaceae,Linum,lewisii,var.,lewisii,Angiosperm,1,,,,,,,,,,,,
James San Jacinto Mountains,2,Linum lewisii,Linaceae,Linum,lewisii,,,Angiosperm,2,,,,,,,,,,,,
Sweeney Granite Mountains ,3,Linum lewisii,Linaceae,Linum,lewisii,,,Angiosperm,3,,desert yellow flax,,,,,,,,,,
Chickering American River,1,Linum perenne,Linaceae,Linum,perenne,,lewisii,Angiosperm,1,,,,,,,,,,,,
San Joaquin Freshwater Marsh,1,Linum usitatissimum,Linaceae,Linum,usitatissimum,,,Angiosperm,1,   ,,,,,,,,,,,
Sagehen Creek,1,Lipocarpha occidentalis,Cyperaceae,Lipocarpha,occidentalis,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Listera convallarioides,Orchidaceae,Listera,convallarioides,,,Angiosperm,1,,,,,,,,,,,,
Valentine,2,Listera convallarioides,Orchidaceae,Listera,convallarioides,,,Angiosperm,2,,,,,High Montane Riparian Woodland,,,,,,,
Landells-Hill Big Creek,1,Lithocarpus densiflora,Fagaceae  ,Lithocarpus,densiflora,,,Angiosperm,1,,Tanbark Oak ,,,,,,,,,,
Angelo Coast Range,1,Lithocarpus densiflorus,Fagaceae  ,Lithocarpus,densiflorus,,,,1,,,,,,,,,,,,
Angelo Coast Range,1,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,2,,,,,,,,,,,,
Bodega,3,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,3,,Woodland star,,native,,,,,,,,
Dawson Los Monos Canyon,4,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,4,,,,,,,,,,,,
Hastings,5,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,5,,,,,,,,,,,,
James San Jacinto Mountains,6,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,6,,,,,,,,,,,,
Jepson Prairie,7,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,7,,,,,,,,,,,,
Quail Ridge,8,Lithophragma affine,Saxifragaceae,Lithophragma,affine,,,Angiosperm,8,,Woodland star   ,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,9,Lithophragma affine,Saxifragaceae,Lithophragma,affine,ssp.,mixtum,Angiosperm,9,,,,,,,,,,,,
Chickering American River,1,Lithophragma bulbifera,Saxifragaceae,Lithophragma,bulbifera,,,Angiosperm,1,,,,,,,,,,,,
Stebbins Cold Canyon,1,Lithophragma campanulatum,Saxifragaceae,Lithophragma,campanulatum,,,Angiosperm,1,,,,,"Shady, well drained slopes",April,,,,,,
Sedgewick,1,Lithophragma cymbalaria,Saxifragaceae,Lithophragma,cymbalaria,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,1,Lithophragma glabrum,Saxifragaceae,Lithophragma,glabrum,,,Angiosperm,1,,,,,,,,,,,,
Valentine,2,Lithophragma glabrum,Saxifragaceae,Lithophragma,glabrum,,,Angiosperm,2,,,,,High Montane Riparian Woodland,,,,,,,
Angelo Coast Range,1,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,4,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,Angiosperm,4,,Hill Star ,,,,,,,,,,
McLaughlin,5,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,Angiosperm,5,,,,,,,,,,,,
Stebbins Cold Canyon,6,Lithophragma heterophyllum,Saxifragaceae,Lithophragma,heterophyllum,,,Angiosperm,6,,Hill star,,,Shaded slopes,March-June,,,,,,
Chickering American River,1,Lithophragma parviflora,Saxifragaceae,Lithophragma,parviflora,,,Angiosperm,1,,,,,,,,,,,,
Quail Ridge,1,Lithophragma parviflorum,Saxifragaceae,Lithophragma,parviflorum,var.,,Angiosperm,1,,Pink woodland   ,,,,,,,,,,
Sedgewick,1,Lobelia dunnii,Campanulaceae,Lobelia,dunnii,var.,serrata,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Lobularia maritima,Brassicaceae,Lobularia,maritima,,,Angiosperm,1,,Sweet alyssum,,introduced,,,,,,,,
Boyd Deep Canyon,2,Lobularia maritima,Brassicaceae,Lobularia,maritima,,,Angiosperm,2,,,,,,,,,,,,
San Joaquin Freshwater Marsh,3,Lobularia maritima,Brassicaceae,Lobularia,maritima,,,Angiosperm,3,   ,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,4,Lobularia maritima,Brassicaceae,Lobularia,maritima,,,Angiosperm,4,,,,Exotic,,,,,,,,
Hastings,1,Loeflingia squarrosa,Caryophyllaceae,Loeflingia,squarrosa,,,Angiosperm,1,,,,,,,,,,,,
Motte Rimrock,2,Loeflingia squarrosa,Caryophyllaceae,Loeflingia,squarrosa,,,Angiosperm,2,,California Loeflingia ,,,,,,,,,,
Burns Pinon Ridge,1,Loeseliastrum matthewsii,Polemoniaceae,Loeseliastrum,matthewsii,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,2,Loeseliastrum matthewsii,Polemoniaceae,Loeseliastrum,matthewsii,,,Angiosperm,2,Langloisia m.,desert calico,,,,,,,,,,
Boyd Deep Canyon,1,Loeseliastrum schottii,Polemoniaceae,Loeseliastrum,schottii,,,Angiosperm,1,Langloisia s. ,,,,,,,,,,,
Sweeney Granite Mountains ,2,Loeseliastrum schottii,Polemoniaceae,Loeseliastrum,schottii,,,Angiosperm,2,Langloisia s.,Schott’s desert calico,,,,,,,,,,
Boyd Deep Canyon,1,Logfia arizonica,Asteraceae,Logfia,arizonica,,,Angiosperm,1,Filago a. ,,,,,,,,,,,
Boyd Deep Canyon,1,Logfia depressa,Asteraceae,Logfia,depressa,,,Angiosperm,1,Filago d. ,,,,,,,,,,,
Boyd Deep Canyon,1,Logfia filaginoides,Asteraceae,Logfia,filaginoides,,,Angiosperm,1,Filago californica ,,,,,,,,,,,
Landells-Hill Big Creek,1,Logfia gallica,Asteraceae,Logfia,gallica,,,Angiosperm,1,,Narrow-Leaved Filago ,,,,,,,,,,
Angelo Coast Range,1,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,2,,,,,,,,,,,,
Bodega,3,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,3,,Italian ryegrass,,introduced,,,,,,,,
Carpinteria Salt Marsh,4,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperms,4,,Italian Ryegrass    ,,,,,,,,,,
Coal Oil Point,5,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,5,,Italian ryegrass,,,,,,,,,,
Elliot Chaparral,6,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,6,,,,,,,,,,,,
Hastings,7,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,7,,,,,,,,,,,,
Jepson Prairie,8,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,8,,,,,,,,,,,,
Landells-Hill Big Creek,9,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,9,,Italian ryegrass,,,,,,,,,,
McLaughlin,10,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,10,,,,,,,,,,,,
Quail Ridge,11,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,11,,Italian ryegrass   ,,,,,,,,,,
Kenneth S Norris Rancho Marino,12,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,12,,Lawn Ryegrass,,,,,,,,,,
San Joaquin Freshwater Marsh,13,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,13,,,,,,,,,,,,
Scripps Coastal,14,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,14,,,,,,,,,,,,
Sedgewick,15,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,15,,,,,,,,,,,,
Stebbins Cold Canyon,16,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,16,,Italian ryegrass,,,"Disturbed sites, abandoned fields",March-May,,,,,,
Stunt Ranch Santa Monica Mountains,17,Lolium multiflorum,Poaceae,Lolium,multiflorum,,,Angiosperm,17,,,,,,,,,,,,
Angelo Coast Range,1,Lolium perenne,Poaceae,Lolium,perenne,,,,1,,,,,,,,,,,,
Bodega,2,Lolium perenne,Poaceae,Lolium,perenne,,,Angiosperm,2,,Perennial ryegrass,,introduced,,,,,,,,
